Row,Stage,Week,Solution,Replication,Height,Greenness,Surface,Roots,Organs
1678,Stage 2,Week 2,Solution 14,Replication 16,4.87,2,16.61,2,2
1679,Stage 2,Week 2,Solution 14,Replication 17,4.31,2,10.35,1,2
1680,Stage 2,Week 2,Solution 14,Replication 18,4.58,3,11.51,1,1
1681,Stage 2,Week 2,Solution 14,Replication 19,4.98,2,15.79,1,2
1682,Stage 2,Week 2,Solution 14,Replication 20,4.44,2,16.08,2,2
1683,Stage 2,Week 2,Solution 14,Replication 21,4.06,3,19.60,2,1
1684,Stage 2,Week 2,Solution 14,Replication 22,4.35,2,17.92,1,1
1685,Stage 2,Week 2,Solution 14,Replication 23,4.00,2,18.02,1,2
1686,Stage 2,Week 2,Solution 14,Replication 24,4.18,3,18.32,2,1
1687,Stage 2,Week 2,Solution 14,Replication 25,4.64,2,13.38,2,2
1688,Stage 2,Week 2,Solution 14,Replication 26,4.83,2,18.15,2,2
1689,Stage 2,Week 2,Solution 14,Replication 27,4.23,3,15.41,1,1
1690,Stage 2,Week 2,Solution 16,Replication 1,2.14,4,19.49,1,2
1691,Stage 2,Week 2,Solution 16,Replication 2,2.06,4,17.39,1,1
1692,Stage 2,Week 2,Solution 16,Replication 3,2.86,4,19.40,2,2
1693,Stage 2,Week 2,Solution 16,Replication 4,2.90,3,15.33,1,1
1694,Stage 2,Week 2,Solution 16,Replication 5,2.49,4,17.97,2,2
1695,Stage 2,Week 2,Solution 16,Replication 6,2.66,4,16.99,2,1
1696,Stage 2,Week 2,Solution 16,Replication 7,2.00,3,18.00,1,1
1697,Stage 2,Week 2,Solution 16,Replication 8,2.25,4,16.31,1,2
1698,Stage 2,Week 2,Solution 16,Replication 9,2.82,3,15.81,1,1
1699,Stage 2,Week 2,Solution 16,Replication 10,2.56,4,18.34,2,1
1700,Stage 2,Week 2,Solution 16,Replication 11,2.79,3,16.02,2,1
1701,Stage 2,Week 2,Solution 16,Replication 12,2.14,4,18.97,1,1
1702,Stage 2,Week 2,Solution 16,Replication 13,2.95,3,18.40,1,2
1703,Stage 2,Week 2,Solution 16,Replication 14,2.54,4,17.02,2,2
1704,Stage 2,Week 2,Solution 16,Replication 15,2.09,3,15.08,2,1
1705,Stage 2,Week 2,Solution 16,Replication 16,2.36,4,18.35,1,2
1706,Stage 2,Week 2,Solution 16,Replication 17,2.01,4,18.93,1,2
1707,Stage 2,Week 2,Solution 16,Replication 18,2.37,4,17.73,1,1
1708,Stage 2,Week 2,Solution 16,Replication 19,2.51,4,18.11,1,1
1709,Stage 2,Week 2,Solution 16,Replication 20,2.16,4,16.17,1,1
1710,Stage 2,Week 2,Solution 16,Replication 21,2.23,4,15.27,1,2
1711,Stage 2,Week 2,Solution 16,Replication 22,2.03,3,17.03,1,2
1712,Stage 2,Week 2,Solution 16,Replication 23,2.34,3,15.86,1,1
1713,Stage 2,Week 2,Solution 16,Replication 24,2.84,4,17.27,2,2
1714,Stage 2,Week 2,Solution 16,Replication 25,2.81,3,18.02,1,2
1715,Stage 2,Week 2,Solution 16,Replication 26,2.41,4,17.72,2,1
1716,Stage 2,Week 2,Solution 16,Replication 27,2.55,4,16.37,2,2
1717,Stage 2,Week 2,Solution 18,Replication 1,2.95,4,18.69,1,2
1718,Stage 2,Week 2,Solution 18,Replication 2,2.58,4,17.14,1,2
1719,Stage 2,Week 2,Solution 18,Replication 3,2.33,4,15.02,2,2
1720,Stage 2,Week 2,Solution 18,Replication 4,2.26,4,17.30,2,1
1721,Stage 2,Week 2,Solution 18,Replication 5,2.78,4,19.09,2,1
1722,Stage 2,Week 2,Solution 18,Replication 6,2.03,4,17.68,2,1
1723,Stage 2,Week 2,Solution 18,Replication 7,2.87,3,15.11,2,2
1724,Stage 2,Week 2,Solution 18,Replication 8,2.81,4,18.73,1,2
1725,Stage 2,Week 2,Solution 18,Replication 9,2.13,3,18.20,1,2
1726,Stage 2,Week 2,Solution 18,Replication 10,2.34,3,15.92,1,2
1727,Stage 2,Week 2,Solution 18,Replication 11,2.32,4,16.57,1,2
1728,Stage 2,Week 2,Solution 18,Replication 12,2.98,4,15.01,1,2
1729,Stage 2,Week 2,Solution 18,Replication 13,2.99,4,15.74,1,2
1730,Stage 2,Week 2,Solution 18,Replication 14,2.99,3,19.78,1,2
1731,Stage 2,Week 2,Solution 18,Replication 15,2.07,3,17.74,1,2
1732,Stage 2,Week 2,Solution 18,Replication 16,2.29,3,15.30,2,1
1733,Stage 2,Week 2,Solution 18,Replication 17,2.50,3,17.84,2,1
1734,Stage 2,Week 2,Solution 18,Replication 18,2.31,4,16.90,2,2
1735,Stage 2,Week 2,Solution 18,Replication 19,2.74,3,18.62,2,1
1736,Stage 2,Week 2,Solution 18,Replication 20,2.82,4,17.02,1,2
1737,Stage 2,Week 2,Solution 18,Replication 21,2.74,4,15.18,1,2
1738,Stage 2,Week 2,Solution 18,Replication 22,2.87,3,18.90,2,2
1739,Stage 2,Week 2,Solution 18,Replication 23,2.11,3,19.67,1,2
1740,Stage 2,Week 2,Solution 18,Replication 24,2.04,3,16.22,2,2
1741,Stage 2,Week 2,Solution 18,Replication 25,2.42,3,16.51,2,2
1742,Stage 2,Week 2,Solution 18,Replication 26,2.49,4,17.37,1,2
1743,Stage 2,Week 2,Solution 18,Replication 27,2.41,3,17.52,2,1
1744,Stage 2,Week 2,Control,Replication 1,5.64,5,20.44,3,2
1745,Stage 2,Week 2,Control,Replication 2,4.28,5,21.73,3,2
1746,Stage 2,Week 2,Control,Replication 3,5.82,5,24.40,2,2
1747,Stage 2,Week 2,Control,Replication 4,4.06,5,21.29,3,2
1748,Stage 2,Week 2,Control,Replication 5,5.98,5,21.15,3,3
1749,Stage 2,Week 2,Control,Replication 6,5.46,4,24.46,2,2
1750,Stage 2,Week 2,Control,Replication 7,5.88,4,24.85,2,3
1751,Stage 2,Week 2,Control,Replication 8,5.44,4,22.88,3,3
1752,Stage 2,Week 2,Control,Replication 9,4.80,4,21.63,2,2
1753,Stage 2,Week 2,Control,Replication 10,4.88,4,24.18,2,3
1754,Stage 2,Week 2,Control,Replication 11,5.07,4,22.49,2,2
1755,Stage 2,Week 2,Control,Replication 12,4.23,4,20.68,2,3
1756,Stage 2,Week 2,Control,Replication 13,5.57,5,24.61,2,3
1757,Stage 2,Week 2,Control,Replication 14,5.27,5,24.29,3,2
1758,Stage 2,Week 2,Control,Replication 15,5.31,5,22.45,2,2
1759,Stage 2,Week 2,Control,Replication 16,5.74,5,24.14,3,2
1760,Stage 2,Week 2,Control,Replication 17,5.96,4,20.99,2,2
1761,Stage 2,Week 2,Control,Replication 18,4.76,5,20.15,2,2
1762,Stage 2,Week 2,Control,Replication 19,4.87,5,23.07,2,2
1763,Stage 2,Week 2,Control,Replication 20,5.73,5,21.11,3,3
1764,Stage 2,Week 2,Control,Replication 21,5.34,4,24.23,2,2
1765,Stage 2,Week 2,Control,Replication 22,4.09,4,24.91,3,3
1766,Stage 2,Week 2,Control,Replication 23,4.12,4,23.89,2,2
1767,Stage 2,Week 2,Control,Replication 24,4.97,4,24.74,2,2
1768,Stage 2,Week 2,Control,Replication 25,5.92,4,20.04,2,3
1769,Stage 2,Week 2,Control,Replication 26,5.54,4,21.86,2,2
1770,Stage 2,Week 2,Control,Replication 27,4.52,4,24.37,3,3
1771,Stage 2,Week 3,Solution 2,Replication 1,7.91,3,21.40,2,2
1772,Stage 2,Week 3,Solution 2,Replication 2,6.39,3,22.84,3,2
1773,Stage 2,Week 3,Solution 2,Replication 3,7.45,3,23.72,2,3
1774,Stage 2,Week 3,Solution 2,Replication 4,7.04,2,20.79,3,2
1775,Stage 2,Week 3,Solution 2,Replication 5,6.06,2,23.18,3,3
1776,Stage 2,Week 3,Solution 2,Replication 6,7.51,2,21.29,2,2
1777,Stage 2,Week 3,Solution 2,Replication 7,6.44,2,22.97,2,2
1778,Stage 2,Week 3,Solution 2,Replication 8,7.55,3,21.17,3,2
1779,Stage 2,Week 3,Solution 2,Replication 9,7.73,3,22.74,2,3
1780,Stage 2,Week 3,Solution 2,Replication 10,7.95,2,20.61,2,3
1781,Stage 2,Week 3,Solution 2,Replication 11,7.29,2,23.32,3,3
1782,Stage 2,Week 3,Solution 2,Replication 12,6.70,2,24.81,3,2
1783,Stage 2,Week 3,Solution 2,Replication 13,7.02,3,20.72,3,3
1784,Stage 2,Week 3,Solution 2,Replication 14,6.48,2,24.88,2,3
1785,Stage 2,Week 3,Solution 2,Replication 15,6.29,3,20.95,3,3
1786,Stage 2,Week 3,Solution 2,Replication 16,7.74,3,24.38,3,3
1787,Stage 2,Week 3,Solution 2,Replication 17,6.80,2,20.52,2,2
1788,Stage 2,Week 3,Solution 2,Replication 18,7.91,2,23.31,2,3
1789,Stage 2,Week 3,Solution 2,Replication 19,7.60,3,21.35,2,2
1790,Stage 2,Week 3,Solution 2,Replication 20,7.22,3,20.09,2,2
1791,Stage 2,Week 3,Solution 2,Replication 21,6.57,3,22.32,3,3
1792,Stage 2,Week 3,Solution 2,Replication 22,6.61,3,22.72,2,3
1793,Stage 2,Week 3,Solution 2,Replication 23,6.72,3,24.99,2,2
1794,Stage 2,Week 3,Solution 2,Replication 24,7.02,3,22.74,2,2
1795,Stage 2,Week 3,Solution 2,Replication 25,7.04,3,22.92,3,2
1796,Stage 2,Week 3,Solution 2,Replication 26,6.48,2,23.22,3,3
1797,Stage 2,Week 3,Solution 2,Replication 27,7.94,2,23.23,2,3
1798,Stage 2,Week 3,Solution 3,Replication 1,5.09,4,23.23,2,3
1799,Stage 2,Week 3,Solution 3,Replication 2,4.66,3,21.66,2,2
1800,Stage 2,Week 3,Solution 3,Replication 3,4.27,4,20.95,2,3
1801,Stage 2,Week 3,Solution 3,Replication 4,5.96,4,23.19,3,3
1802,Stage 2,Week 3,Solution 3,Replication 5,5.87,3,22.35,3,3
1803,Stage 2,Week 3,Solution 3,Replication 6,5.23,3,20.15,3,2
1804,Stage 2,Week 3,Solution 3,Replication 7,5.01,3,20.73,3,3
1805,Stage 2,Week 3,Solution 3,Replication 8,4.15,3,24.96,2,3
1806,Stage 2,Week 3,Solution 3,Replication 9,5.62,4,24.27,3,2
1807,Stage 2,Week 3,Solution 3,Replication 10,5.79,3,24.07,3,2
1808,Stage 2,Week 3,Solution 3,Replication 11,4.03,4,20.15,3,3
1809,Stage 2,Week 3,Solution 3,Replication 12,4.86,3,24.58,2,2
1810,Stage 2,Week 3,Solution 3,Replication 13,5.85,3,23.25,3,2
1811,Stage 2,Week 3,Solution 3,Replication 14,4.35,3,22.64,2,2
1812,Stage 2,Week 3,Solution 3,Replication 15,5.13,4,20.46,3,2
1813,Stage 2,Week 3,Solution 3,Replication 16,5.49,4,20.71,2,3
1814,Stage 2,Week 3,Solution 3,Replication 17,5.64,3,24.68,3,3
1815,Stage 2,Week 3,Solution 3,Replication 18,5.00,4,24.31,3,2
1816,Stage 2,Week 3,Solution 3,Replication 19,4.76,3,21.82,2,3
1817,Stage 2,Week 3,Solution 3,Replication 20,4.74,3,20.49,2,2
1818,Stage 2,Week 3,Solution 3,Replication 21,5.14,4,24.64,2,3
1819,Stage 2,Week 3,Solution 3,Replication 22,4.97,3,20.76,2,3
1820,Stage 2,Week 3,Solution 3,Replication 23,4.83,4,22.89,3,3
1821,Stage 2,Week 3,Solution 3,Replication 24,4.47,4,24.22,2,2
1822,Stage 2,Week 3,Solution 3,Replication 25,4.23,4,23.34,3,2
1823,Stage 2,Week 3,Solution 3,Replication 26,4.04,3,21.59,2,2
1824,Stage 2,Week 3,Solution 3,Replication 27,4.36,4,24.68,3,3
1825,Stage 2,Week 3,Solution 5,Replication 1,4.44,3,21.11,3,2
1826,Stage 2,Week 3,Solution 5,Replication 2,4.71,4,20.22,3,2
1827,Stage 2,Week 3,Solution 5,Replication 3,5.34,4,22.86,2,3
1828,Stage 2,Week 3,Solution 5,Replication 4,5.37,4,22.54,2,2
1829,Stage 2,Week 3,Solution 5,Replication 5,4.96,4,22.88,3,3
1830,Stage 2,Week 3,Solution 5,Replication 6,5.46,4,23.74,2,3
1831,Stage 2,Week 3,Solution 5,Replication 7,4.80,4,24.15,3,2
1832,Stage 2,Week 3,Solution 5,Replication 8,5.77,4,22.64,2,3
1833,Stage 2,Week 3,Solution 5,Replication 9,4.87,3,22.51,2,3
1834,Stage 2,Week 3,Solution 5,Replication 10,5.47,4,21.94,2,3
1835,Stage 2,Week 3,Solution 5,Replication 11,5.62,3,24.98,3,3
1836,Stage 2,Week 3,Solution 5,Replication 12,5.39,3,20.13,3,2
1837,Stage 2,Week 3,Solution 5,Replication 13,5.44,3,20.89,2,3
1838,Stage 2,Week 3,Solution 5,Replication 14,4.39,4,24.36,2,3
1839,Stage 2,Week 3,Solution 5,Replication 15,4.83,4,20.66,3,3
1840,Stage 2,Week 3,Solution 5,Replication 16,4.53,4,22.65,2,2
1841,Stage 2,Week 3,Solution 5,Replication 17,4.23,4,22.27,3,2
1842,Stage 2,Week 3,Solution 5,Replication 18,4.92,3,20.53,3,3
1843,Stage 2,Week 3,Solution 5,Replication 19,4.42,4,22.10,2,2
1844,Stage 2,Week 3,Solution 5,Replication 20,4.51,3,23.20,3,3
1845,Stage 2,Week 3,Solution 5,Replication 21,4.93,4,20.53,3,2
1846,Stage 2,Week 3,Solution 5,Replication 22,4.82,4,24.66,3,3
1847,Stage 2,Week 3,Solution 5,Replication 23,5.39,3,24.64,2,3
1848,Stage 2,Week 3,Solution 5,Replication 24,4.10,4,22.37,3,3
1849,Stage 2,Week 3,Solution 5,Replication 25,5.85,3,20.80,2,2
1850,Stage 2,Week 3,Solution 5,Replication 26,4.92,3,24.58,2,2
1851,Stage 2,Week 3,Solution 5,Replication 27,4.19,4,20.33,3,2
1852,Stage 2,Week 3,Solution 6,Replication 1,6.54,3,23.09,2,3
1853,Stage 2,Week 3,Solution 6,Replication 2,7.81,3,23.65,3,3
1854,Stage 2,Week 3,Solution 6,Replication 3,6.35,3,23.68,3,2
1855,Stage 2,Week 3,Solution 6,Replication 4,7.53,2,21.42,2,2
1856,Stage 2,Week 3,Solution 6,Replication 5,7.25,3,24.90,2,2
1857,Stage 2,Week 3,Solution 6,Replication 6,7.18,2,24.41,3,2
1858,Stage 2,Week 3,Solution 6,Replication 7,7.26,3,20.60,2,2
1859,Stage 2,Week 3,Solution 6,Replication 8,6.04,2,23.53,2,3
1860,Stage 2,Week 3,Solution 6,Replication 9,6.79,2,20.60,3,2
1861,Stage 2,Week 3,Solution 6,Replication 10,7.28,3,22.16,3,3
1862,Stage 2,Week 3,Solution 6,Replication 11,7.63,3,23.21,3,2
1863,Stage 2,Week 3,Solution 6,Replication 12,7.12,2,24.23,3,2
1864,Stage 2,Week 3,Solution 6,Replication 13,7.80,3,22.98,2,3
1865,Stage 2,Week 3,Solution 6,Replication 14,6.57,2,24.37,3,2
1866,Stage 2,Week 3,Solution 6,Replication 15,6.03,2,21.66,2,2
1867,Stage 2,Week 3,Solution 6,Replication 16,6.21,3,24.28,2,2
1868,Stage 2,Week 3,Solution 6,Replication 17,7.26,3,23.08,3,2
1869,Stage 2,Week 3,Solution 6,Replication 18,6.52,2,24.87,2,3
1870,Stage 2,Week 3,Solution 6,Replication 19,6.21,3,20.25,3,2
1871,Stage 2,Week 3,Solution 6,Replication 20,7.69,2,20.09,2,3
1872,Stage 2,Week 3,Solution 6,Replication 21,6.11,3,22.71,2,3
1873,Stage 2,Week 3,Solution 6,Replication 22,8.00,3,23.11,2,3
1874,Stage 2,Week 3,Solution 6,Replication 23,7.65,3,23.12,3,3
1875,Stage 2,Week 3,Solution 6,Replication 24,7.13,3,22.41,2,2
1876,Stage 2,Week 3,Solution 6,Replication 25,7.48,3,21.98,3,2
1877,Stage 2,Week 3,Solution 6,Replication 26,6.91,2,24.17,2,2
1878,Stage 2,Week 3,Solution 6,Replication 27,6.37,2,21.16,3,2
1879,Stage 2,Week 3,Solution 7,Replication 1,6.55,2,22.22,2,3
1880,Stage 2,Week 3,Solution 7,Replication 2,6.11,3,23.70,3,2
1881,Stage 2,Week 3,Solution 7,Replication 3,6.41,3,20.88,3,2
1882,Stage 2,Week 3,Solution 7,Replication 4,6.43,2,20.14,3,3
1883,Stage 2,Week 3,Solution 7,Replication 5,7.94,3,23.42,3,2
1884,Stage 2,Week 3,Solution 7,Replication 6,6.31,3,23.11,2,2
1885,Stage 2,Week 3,Solution 7,Replication 7,7.44,3,24.28,3,3
1886,Stage 2,Week 3,Solution 7,Replication 8,6.64,2,23.02,2,2
1887,Stage 2,Week 3,Solution 7,Replication 9,7.09,3,22.08,2,3
1888,Stage 2,Week 3,Solution 7,Replication 10,6.22,3,22.20,3,2
1889,Stage 2,Week 3,Solution 7,Replication 11,6.74,3,20.87,3,2
1890,Stage 2,Week 3,Solution 7,Replication 12,7.84,2,20.58,2,2
1891,Stage 2,Week 3,Solution 7,Replication 13,7.93,2,20.66,2,3
1892,Stage 2,Week 3,Solution 7,Replication 14,7.95,2,23.43,3,3
1893,Stage 2,Week 3,Solution 7,Replication 15,7.28,3,24.66,2,2
1894,Stage 2,Week 3,Solution 7,Replication 16,7.21,2,20.09,2,3
1895,Stage 2,Week 3,Solution 7,Replication 17,6.82,2,21.98,3,3
1896,Stage 2,Week 3,Solution 7,Replication 18,6.69,3,20.98,3,3
1897,Stage 2,Week 3,Solution 7,Replication 19,6.97,3,23.58,2,3
1898,Stage 2,Week 3,Solution 7,Replication 20,6.29,2,20.99,2,3
1899,Stage 2,Week 3,Solution 7,Replication 21,7.19,2,23.70,3,2
1900,Stage 2,Week 3,Solution 7,Replication 22,7.38,2,21.09,3,2
1901,Stage 2,Week 3,Solution 7,Replication 23,7.64,3,20.74,3,2
1902,Stage 2,Week 3,Solution 7,Replication 24,6.95,2,22.36,2,2
1903,Stage 2,Week 3,Solution 7,Replication 25,7.83,3,21.61,2,3
1904,Stage 2,Week 3,Solution 7,Replication 26,7.68,2,22.21,3,2
1905,Stage 2,Week 3,Solution 7,Replication 27,7.31,3,20.49,2,3
1906,Stage 2,Week 3,Solution 10,Replication 1,4.03,3,20.68,2,3
1907,Stage 2,Week 3,Solution 10,Replication 2,5.69,3,20.97,3,3
1908,Stage 2,Week 3,Solution 10,Replication 3,5.91,3,20.37,2,2
1909,Stage 2,Week 3,Solution 10,Replication 4,5.44,3,21.97,2,3
1910,Stage 2,Week 3,Solution 10,Replication 5,5.59,3,22.54,2,2
1911,Stage 2,Week 3,Solution 10,Replication 6,4.65,4,20.35,2,3
1912,Stage 2,Week 3,Solution 10,Replication 7,5.60,3,21.32,3,3
1913,Stage 2,Week 3,Solution 10,Replication 8,5.78,4,21.27,2,3
1914,Stage 2,Week 3,Solution 10,Replication 9,4.79,3,21.66,2,3
1915,Stage 2,Week 3,Solution 10,Replication 10,4.34,3,24.94,2,2
1916,Stage 2,Week 3,Solution 10,Replication 11,4.12,3,20.31,2,2
1917,Stage 2,Week 3,Solution 10,Replication 12,4.10,4,20.09,3,3
1918,Stage 2,Week 3,Solution 10,Replication 13,5.00,3,20.53,3,2
1919,Stage 2,Week 3,Solution 10,Replication 14,5.13,3,23.07,2,2
1920,Stage 2,Week 3,Solution 10,Replication 15,4.46,4,20.16,2,3
1921,Stage 2,Week 3,Solution 10,Replication 16,5.36,4,20.50,3,2
1922,Stage 2,Week 3,Solution 10,Replication 17,5.04,3,22.41,3,2
1923,Stage 2,Week 3,Solution 10,Replication 18,4.56,4,21.04,3,3
1924,Stage 2,Week 3,Solution 10,Replication 19,5.96,3,21.11,3,3
1925,Stage 2,Week 3,Solution 10,Replication 20,4.14,4,21.78,3,2
1926,Stage 2,Week 3,Solution 10,Replication 21,5.24,3,24.91,3,2
1927,Stage 2,Week 3,Solution 10,Replication 22,5.73,4,20.24,2,3
1928,Stage 2,Week 3,Solution 10,Replication 23,5.74,3,21.26,2,2
1929,Stage 2,Week 3,Solution 10,Replication 24,4.18,3,22.21,3,2
1930,Stage 2,Week 3,Solution 10,Replication 25,4.69,3,23.61,3,2
1931,Stage 2,Week 3,Solution 10,Replication 26,4.07,4,23.63,3,2
1932,Stage 2,Week 3,Solution 10,Replication 27,4.46,4,23.52,2,2
1933,Stage 2,Week 3,Solution 13,Replication 1,6.74,3,21.53,2,3
1934,Stage 2,Week 3,Solution 13,Replication 2,6.86,2,20.68,2,2
1935,Stage 2,Week 3,Solution 13,Replication 3,6.38,2,23.11,2,3
1936,Stage 2,Week 3,Solution 13,Replication 4,7.53,2,20.86,2,3
1937,Stage 2,Week 3,Solution 13,Replication 5,7.99,2,24.67,2,3
1938,Stage 2,Week 3,Solution 13,Replication 6,6.39,2,22.13,2,3
1939,Stage 2,Week 3,Solution 13,Replication 7,6.60,2,23.56,3,3
1940,Stage 2,Week 3,Solution 13,Replication 8,6.45,3,21.43,2,3
1941,Stage 2,Week 3,Solution 13,Replication 9,6.15,2,20.53,2,3
1942,Stage 2,Week 3,Solution 13,Replication 10,6.59,2,22.16,2,2
1943,Stage 2,Week 3,Solution 13,Replication 11,6.04,3,24.05,2,2
1944,Stage 2,Week 3,Solution 13,Replication 12,7.48,2,22.66,2,3
1945,Stage 2,Week 3,Solution 13,Replication 13,7.36,2,24.44,2,3
1946,Stage 2,Week 3,Solution 13,Replication 14,7.83,2,21.61,3,2
1947,Stage 2,Week 3,Solution 13,Replication 15,7.23,3,24.50,3,3
1948,Stage 2,Week 3,Solution 13,Replication 16,6.86,3,22.23,2,2
1949,Stage 2,Week 3,Solution 13,Replication 17,7.21,3,24.77,2,3
1950,Stage 2,Week 3,Solution 13,Replication 18,6.92,2,24.40,2,2
1951,Stage 2,Week 3,Solution 13,Replication 19,6.21,3,22.12,2,3
1952,Stage 2,Week 3,Solution 13,Replication 20,6.46,2,22.39,3,2
1953,Stage 2,Week 3,Solution 13,Replication 21,6.14,2,22.99,3,3
1954,Stage 2,Week 3,Solution 13,Replication 22,6.42,2,21.42,3,2
1955,Stage 2,Week 3,Solution 13,Replication 23,7.55,3,22.57,2,3
1956,Stage 2,Week 3,Solution 13,Replication 24,7.64,2,22.41,2,3
1957,Stage 2,Week 3,Solution 13,Replication 25,7.08,3,23.67,3,3
1958,Stage 2,Week 3,Solution 13,Replication 26,6.37,3,22.74,3,3
1959,Stage 2,Week 3,Solution 13,Replication 27,7.06,3,21.29,2,3
1960,Stage 2,Week 3,Solution 14,Replication 1,6.49,3,24.88,3,2
1961,Stage 2,Week 3,Solution 14,Replication 2,7.25,2,24.45,3,2
1962,Stage 2,Week 3,Solution 14,Replication 3,7.04,2,24.26,3,3
1963,Stage 2,Week 3,Solution 14,Replication 4,7.40,2,20.33,2,2
1964,Stage 2,Week 3,Solution 14,Replication 5,7.97,2,24.24,2,2
1965,Stage 2,Week 3,Solution 14,Replication 6,6.58,2,23.68,3,3
1966,Stage 2,Week 3,Solution 14,Replication 7,6.25,3,24.24,3,3
1967,Stage 2,Week 3,Solution 14,Replication 8,7.03,3,22.99,3,2
1968,Stage 2,Week 3,Solution 14,Replication 9,7.28,2,22.59,2,2
1969,Stage 2,Week 3,Solution 14,Replication 10,6.74,3,23.85,3,2
1970,Stage 2,Week 3,Solution 14,Replication 11,6.83,2,23.55,3,3
1971,Stage 2,Week 3,Solution 14,Replication 12,6.17,2,23.90,3,3
1972,Stage 2,Week 3,Solution 14,Replication 13,7.73,2,20.66,2,2
1973,Stage 2,Week 3,Solution 14,Replication 14,7.47,2,23.67,2,2
1974,Stage 2,Week 3,Solution 14,Replication 15,6.26,3,20.09,3,3
1975,Stage 2,Week 3,Solution 14,Replication 16,6.40,2,23.86,2,2
1976,Stage 2,Week 3,Solution 14,Replication 17,6.33,2,23.47,2,3
1977,Stage 2,Week 3,Solution 14,Replication 18,6.40,3,24.96,2,2
1978,Stage 2,Week 3,Solution 14,Replication 19,7.34,3,21.31,3,2
1979,Stage 2,Week 3,Solution 14,Replication 20,6.60,2,23.10,2,2
1980,Stage 2,Week 3,Solution 14,Replication 21,6.55,3,22.55,3,3
1981,Stage 2,Week 3,Solution 14,Replication 22,7.62,3,20.74,2,2
1982,Stage 2,Week 3,Solution 14,Replication 23,6.42,3,24.91,2,2
1983,Stage 2,Week 3,Solution 14,Replication 24,6.80,3,20.88,2,3
1984,Stage 2,Week 3,Solution 14,Replication 25,7.17,2,22.00,2,3
1985,Stage 2,Week 3,Solution 14,Replication 26,6.09,2,23.97,3,3
1986,Stage 2,Week 3,Solution 14,Replication 27,6.53,3,22.81,3,2
1987,Stage 2,Week 3,Solution 16,Replication 1,5.21,4,24.86,2,3
1988,Stage 2,Week 3,Solution 16,Replication 2,4.69,3,20.66,3,3
1989,Stage 2,Week 3,Solution 16,Replication 3,5.24,3,21.46,2,2
1990,Stage 2,Week 3,Solution 16,Replication 4,5.04,3,22.84,2,2
1991,Stage 2,Week 3,Solution 16,Replication 5,4.28,3,24.81,3,3
1992,Stage 2,Week 3,Solution 16,Replication 6,4.71,3,23.85,3,2
1993,Stage 2,Week 3,Solution 16,Replication 7,5.32,4,20.58,3,2
1994,Stage 2,Week 3,Solution 16,Replication 8,4.61,4,23.06,2,2
1995,Stage 2,Week 3,Solution 16,Replication 9,4.25,4,22.07,3,3
1996,Stage 2,Week 3,Solution 16,Replication 10,4.52,3,24.98,2,2
1997,Stage 2,Week 3,Solution 16,Replication 11,5.06,3,24.62,2,3
1998,Stage 2,Week 3,Solution 16,Replication 12,5.59,4,24.91,2,2
1999,Stage 2,Week 3,Solution 16,Replication 13,5.69,3,24.19,2,2
2000,Stage 2,Week 3,Solution 16,Replication 14,4.81,4,22.82,3,2
2001,Stage 2,Week 3,Solution 16,Replication 15,5.34,3,21.73,3,2
2002,Stage 2,Week 3,Solution 16,Replication 16,5.70,4,20.53,2,2
2003,Stage 2,Week 3,Solution 16,Replication 17,4.97,3,21.04,3,3
2004,Stage 2,Week 3,Solution 16,Replication 18,5.86,3,24.67,3,3
2005,Stage 2,Week 3,Solution 16,Replication 19,4.37,4,21.98,3,2
2006,Stage 2,Week 3,Solution 16,Replication 20,5.84,4,22.61,3,3
2007,Stage 2,Week 3,Solution 16,Replication 21,4.43,4,23.32,2,2
2008,Stage 2,Week 3,Solution 16,Replication 22,4.62,3,23.26,2,3
2009,Stage 2,Week 3,Solution 16,Replication 23,5.20,4,22.96,3,2
2010,Stage 2,Week 3,Solution 16,Replication 24,4.28,3,23.54,2,3
2011,Stage 2,Week 3,Solution 16,Replication 25,5.51,3,20.89,2,3
2012,Stage 2,Week 3,Solution 16,Replication 26,5.40,3,20.25,3,2
2013,Stage 2,Week 3,Solution 16,Replication 27,4.76,3,21.61,3,2
2014,Stage 2,Week 3,Solution 18,Replication 1,5.70,4,21.49,3,2
2015,Stage 2,Week 3,Solution 18,Replication 2,5.38,4,21.84,2,2
2016,Stage 2,Week 3,Solution 18,Replication 3,4.58,4,20.36,3,3
2017,Stage 2,Week 3,Solution 18,Replication 4,5.85,4,22.75,2,3
2018,Stage 2,Week 3,Solution 18,Replication 5,4.02,4,20.50,2,3
2019,Stage 2,Week 3,Solution 18,Replication 6,5.54,4,20.03,2,3
2020,Stage 2,Week 3,Solution 18,Replication 7,4.69,3,23.13,2,2
2021,Stage 2,Week 3,Solution 18,Replication 8,5.91,4,21.93,2,3
2022,Stage 2,Week 3,Solution 18,Replication 9,5.26,4,20.96,3,2
2023,Stage 2,Week 3,Solution 18,Replication 10,4.09,3,24.92,2,3
2024,Stage 2,Week 3,Solution 18,Replication 11,5.21,4,20.98,2,3
2025,Stage 2,Week 3,Solution 18,Replication 12,4.07,3,24.31,3,2
2026,Stage 2,Week 3,Solution 18,Replication 13,4.70,4,21.83,2,3
2027,Stage 2,Week 3,Solution 18,Replication 14,4.29,3,21.51,3,3
2028,Stage 2,Week 3,Solution 18,Replication 15,5.06,3,22.82,3,3
